variant_id,node,degree,closeness,betweenness,flow_count,delta_asp
170,ManL3Switch,0.4,0.10056090376925526,0.0,5.0,0.8983344513581516
170,LonL3Switch,0.4,0.10110721240907526,0.0,5.0,0.9015854072461965
171,ManRouter,0.8,0.12931864858069447,1.0,7.0,1.1165181468703247
171,LonRouter,0.8,0.13609041979282416,2.0,9.0,1.1615421672625565
171,CenRouter,1.0,0.14183832091921394,3.0,11.0,1.1998566259842858
171,DnsRouter,0.6,0.11599076863905429,0.0,5.0,0.9854045324431644
171,ManL3Switch,0.4,0.09998678485849553,0.0,5.0,0.9030378724092021
171,LonL3Switch,0.4,0.1051832683208982,0.0,5.0,0.9325302419963709
172,ManRouter,0.8,0.1432305453026877,1.0,7.0,1.1556209569411628
172,LonRouter,0.8,0.1457023844988701,2.0,9.0,1.1600223958761358
172,CenRouter,1.0,0.15004721676514574,3.0,11.0,1.1479225393095205
172,DnsRouter,0.6,0.1314685931380071,0.0,5.0,1.0223306312423033
172,ManL3Switch,0.4,0.10207010861641459,0.0,5.0,0.884751121097609
172,LonL3Switch,0.4,0.10143392967176564,0.0,5.0,0.8808923690632243
173,ManRouter,0.8,0.15016939078566333,1.0,7.0,1.1450917150075308
173,LonRouter,0.8,0.14907790425454345,2.0,9.0,1.1510439200747926
173,CenRouter,1.0,0.1614884186724476,4.0,13.0,1.2751494995433352
173,DnsRouter,0.6,0.1313752725690516,0.0,5.0,0.9896518323723449
173,ManL3Switch,0.4,0.1110264533347414,0.0,5.0,0.8961157218536545
173,LonL3Switch,0.4,0.11673302001774097,0.0,5.0,0.9256369824321391
174,ManRouter,0.8,0.1412550618198999,1.0,7.0,1.1147249878475058
174,LonRouter,0.8,0.14776227235506958,2.0,9.0,1.1703253374789153
174,CenRouter,1.0,0.15210820111421958,3.0,11.0,1.183724619372926
174,DnsRouter,0.6,0.1285367040482265,0.0,5.0,1.0020662695453975
174,ManL3Switch,0.4,0.103531857354675,0.0,5.0,0.8818061205275711
174,LonL3Switch,0.4,0.11095147275780044,0.0,5.0,0.9231463633945052
175,ManRouter,0.8,0.13513389489289357,1.0,7.0,1.0917040037861776
175,LonRouter,0.8,0.14566664504574714,2.0,9.0,1.2038220339902534
175,CenRouter,1.0,0.151043913314423,3.0,11.0,1.181325957048004
175,DnsRouter,0.6,0.12772538333104816,0.0,5.0,0.9971214365352536
175,ManL3Switch,0.4,0.11314131463607922,0.0,5.0,0.9322997086068913
175,LonL3Switch,0.4,0.10924859179080297,0.0,5.0,0.9120715312239953
176,ManRouter,0.8,0.13022316468919493,1.0,7.0,1.1129578635007473
176,LonRouter,0.8,0.14028927487520843,2.0,9.0,1.1528794443833812
176,CenRouter,1.0,0.14732447708427993,4.0,13.0,1.2269792316815673
176,DnsRouter,0.6,0.12533131181691357,0.0,5.0,1.0055301348446866
176,ManL3Switch,0.4,0.10825042048910238,0.0,5.0,0.9275074722680956
176,LonL3Switch,0.4,0.10420096493962253,0.0,5.0,0.905259280566579
177,ManRouter,0.8,0.13519072624326517,1.0,7.0,1.1173898627896612
177,LonRouter,0.8,0.14099975545810509,2.0,9.0,1.16931167209688
177,CenRouter,1.0,0.1497315750167479,4.0,13.0,1.2728091499853997
